1,50186
4,50187
6,50188
7,50189
8,50190
9,50191
10,50192
11,50193
12,50194
14,50195
26,50196
27,50197
28,50198
29,50199
40,50200
41,50201
42,50202
43,50203
44,50204
46,50205
47,50206
48,50207
49,50208
50,50209
51,50210
52,50211
54,50212
55,50213
56,50214
57,50215
58,50216
59,50217
60,50218
76,50219
77,50220
78,50221
79,50222
80,50223
81,50224
82,50225
85,50226
111,50227
112,50228
113,50229
115,50230
116,50231
118,50232
120,50233
121,50234
122,50235
123,50236
124,50237
125,50238
127,50239
128,50240
129,50241
130,50242
132,50243
133,50244
134,50245
135,50246
136,50247
137,50248
138,50249
139,50250
142,50251
143,50252
144,50253
145,50254
146,50255
147,50256
148,50257
149,50258
150,50259
151,50260
152,50261
154,50262
155,50263
156,50264
157,50265
158,50266
159,50267
160,50268
161,50269
162,50270
163,50271
164,50272
165,50273
168,50274
169,50275
170,50276
171,50277
174,50278
175,50279
176,50280
177,50281
178,50282
180,50283
182,50284
183,50285
184,50286
185,50287
188,50288
189,50289
190,50290
191,50291
193,50292
194,50293
195,50294
196,50295
197,50296
199,50297
202,50298
203,50299
205,50300
206,50301
208,50302
210,50303
211,50304
212,50305
213,50306
214,50307
215,50308
216,50309
217,50310
218,50311
219,50312
221,50313
222,50314
223,50315
224,50316
225,50317
227,50318
228,50319
229,50320
230,50321
233,50322
234,50323
235,50324
236,50325
237,50326
238,50327
242,50328
244,50329
247,50330
248,50331
250,50332
252,50333
253,50334
254,50335
255,50336
257,50337
259,50338
261,50339
262,50340
263,50341
264,50342
265,50343
266,50344
267,50345
268,50346
269,50347
270,50348
271,50349
274,50350
276,50351
279,50352
280,50353
281,50354
282,50355
283,50356
284,50357
286,50358
288,50359
289,50360
290,50361
292,50362
293,50363
294,50364
295,50365
297,50366
298,50367
299,50368
300,50369
302,50370
303,50371
304,50372
307,50373
308,50374
309,50375
310,50376
311,50377
312,50378
313,50379
314,50380
315,50381
316,50382
317,50383
319,50384
320,50385
321,50386
323,50387
324,50388
326,50389
327,50390
329,50391
330,50392
331,50393
332,50394
334,50395
335,50396
337,50397
338,50398
339,50399
340,50400
341,50401
343,50402
344,50403
345,50404
346,50405
348,50406
349,50407
350,50408
351,50409
352,50410
353,50411
355,50412
356,50413
357,50414
360,50415
361,50416
362,50417
363,50418
365,50419
366,50420
367,50421
368,50422
369,50423
370,50424
371,50425
372,50426
373,50427
376,50428
377,50429
378,50430
379,50431
380,50432
381,50433
382,50434
383,50435
384,50436
385,50437
386,50438
388,50439
389,50440
390,50441
392,50442
393,50443
394,50444
395,50445
396,50446
398,50447
399,50448
400,50449
401,50450
402,50451
403,50452
404,50453
405,50454
406,50455
407,50456
408,50457
409,50458
410,50459
411,50460
412,50461
413,50462
414,50463
415,50464
416,50465
417,50466
418,50467
419,50468
420,50469
422,50470
424,50471
425,50472
426,50473
427,50474
428,50475
429,50476
430,50477
431,50478
432,50479
433,50480
434,50481
435,50482
436,50483
437,50484
438,50485
439,50486
440,50487
441,50488
442,50489
443,50490
444,50491
446,50492
447,50493
448,50494
449,50495
450,50496
451,50497
452,50498
453,50499
455,50500
458,50501
459,50502
460,50503
463,50504
464,50505
465,50506
467,50507
468,50508
469,50509
470,50510
472,50511
475,50512
476,50513
477,50514
478,50515
479,50516
482,50517
485,50518
487,50519
488,50520
489,50521
490,50522
491,50523
492,50524
493,50525
494,50526
496,50527
497,50528
498,50529
499,50530
500,50531
501,50532
502,50533
503,50534
504,50535
505,50536
506,50537
507,50538
508,50539
509,50540
510,50541
511,50542
512,50543
513,50544
514,50545
515,50546
516,50547
517,50548
518,50549
519,50550
520,50551
521,50552
522,50553
523,50554
524,50555
525,50556
526,50557
527,50558
528,50559
529,50560
530,50561
531,50562
532,50563
533,50564
534,50565
536,50566
563,50567
565,50568
567,50569
592,50570
593,50571
594,50572
595,50573
605,50574
607,50575
608,50576
609,50577
617,50578
618,50579
619,50580
620,50581
621,50582
622,50583
623,50584
625,50585
626,50586
627,50587
629,50588
631,50589
633,50590
634,50591
635,50592
636,50593
638,50594
640,50595
641,50596
642,50597
643,50598
644,50599
645,50600
646,50601
647,50602
648,50603
649,50604
650,50605
651,50606
652,50607
655,50608
656,50609
659,50610
660,50611
662,50612
663,50613
664,50614
665,50615
666,50616
667,50617
668,50618
669,50619
670,50620
671,50621
672,50622
673,50623
674,50624
675,50625
676,50626
678,50627
679,50628
681,50629
682,50630
683,50631
688,50632
689,50633
693,50634
696,50635
697,50636
698,50637
699,50638
701,50639
702,50640
703,50641
704,50642
708,50643
709,50644
710,50645
714,50646
715,50647
717,50648
718,50649
719,50650
720,50651
721,50652
722,50653
723,50654
724,50655
725,50656
728,50657
730,50658
732,50659
733,50660
734,50661
735,50662
737,50663
738,50664
739,50665
740,50666
741,50667
742,50668
743,50669
744,50670
745,50671
746,50672
747,50673
748,50674
749,50675
750,50676
751,50677
753,50678
754,50679
756,50680
757,50681
758,50682
759,50683
760,50684
762,50685
763,50686
764,50687
766,50688
767,50689
768,50690
769,50691
770,50692
771,50693
773,50694
774,50695
775,50696
776,50697
777,50698
778,50699
779,50700
780,50701
781,50702
782,50703
783,50704
784,50705
785,50706
788,50707
794,50708
796,50709
797,50710
798,50711
799,50712
800,50713
804,50714
805,50715
806,50716
807,50717
808,50718
809,50719
811,50720
818,50721
820,50722
821,50723
822,50724
823,50725
825,50726
826,50727
829,50728
830,50729
831,50730
832,50731
833,50732
834,50733
836,50734
838,50735
839,50736
841,50737
842,50738
843,50739
844,50740
845,50741
847,50742
848,50743
849,50744
850,50745
852,50746
854,50747
855,50748
856,50749
857,50750
858,50751
860,50752
866,50753
867,50754
868,50755
869,50756
870,50757
873,50758
874,50759
875,50760
877,50761
880,50762
881,50763
882,50764
883,50765
884,50766
885,50767
886,50768
887,50769
888,50770
889,50771
890,50772
891,50773
892,50774
893,50775
894,50776
895,50777
896,50778
897,50779
898,50780
899,50781
901,50782
902,50783
905,50784
906,50785
907,50786
909,50787
912,50788
916,50789
917,50790
918,50791
919,50792
920,50793
921,50794
923,50795
926,50796
927,50797
928,50798
929,50799
930,50800
933,50801
934,50802
936,50803
937,50804
938,50805
939,50806
940,50807
942,50808
943,50809
945,50810
949,50811
950,50812
951,50813
953,50814
954,50815
955,50816
956,50817
958,50818
961,50819
964,50820
967,50821
968,50822
970,50823
971,50824
974,50825
975,50826
977,50827
978,50828
981,50829
982,50830
984,50831
985,50832
986,50833
